,X.1,X,system,Cause,Effect,rho_Lmax,p_Z,Kendall_tau,Kendall_p,Convergence,Standardized_linkage_strength,direction,biomasss,trait.effect.abundance.total,abundance.effect.trait.total,Warming_rate,temp_mean,species_richness,type,species_richness_ln,biomasss_ln,abundances_ln,temp_mean_ln,Effect2,Taxa
2177,2177,43,4.3.finalss-87854,size.Scaphisomini.,abunance.Scaphisomini.,0.2047177,0.1735619,1,0.000836611,FALSE,0.2940608,trait affects abundance,0.02015909,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-1.695529,0.2080231,0.886465,abunance.Scaphisomini.,Staphylinidae
2178,2178,44,4.3.finalss-87854,size.Leiodinae.,abunance.Leiodinae.,0.1811741,0.2892321,0.9285715,0.001981735,FALSE,0.2602424,trait affects abundance,0.1098409,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.9592359,-0.9542425,0.886465,abunance.Leiodinae.,Leiodidae
2179,2179,45,4.3.finalss-87854,size.Omaliinae.,abunance.Omaliinae.,0.4442267,0.04374164,1,0.000836611,TRUE,0.6380967,trait affects abundance,0.007068182,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-2.150692,0.2080231,0.886465,abunance.Omaliinae.,Staphylinidae
2180,2180,46,4.3.finalss-87854,size.Ischnosoma.sp,abunance.Ischnosoma.sp,0.2265319,0.1482954,0.9258201,0.007680297,FALSE,0.3253953,trait affects abundance,0.01940909,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-1.711995,0.2080231,0.886465,abunance.Ischnosoma.sp,Staphylinidae
2181,2181,47,4.3.finalss-87854,size.Agonum.lampros,abunance.Agonum.lampros,0.1663099,0.349734,0.5000001,0.1077623,FALSE,0.2388911,trait affects abundance,0.5924318,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.2273616,0.2080231,0.886465,abunance.Agonum.lampros,Carabidae
2182,2182,48,4.3.finalss-87854,size.Badister.nakayamai,abunance.Badister.nakayamai,0.2255314,0.1494028,0.9258201,0.007680297,FALSE,0.3239581,trait affects abundance,0.03361364,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-1.473485,0.2080231,0.886465,abunance.Badister.nakayamai,Carabidae
2183,2183,49,4.3.finalss-87854,size.Philonthus.sp,abunance.Philonthus.sp,0.308087,0.07468575,0.9449112,0.002241373,FALSE,0.4425428,trait affects abundance,0.1927955,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.7149032,0.2080231,0.886465,abunance.Philonthus.sp,Staphylinidae
2184,2184,50,4.3.finalss-87854,size.Aphodius.quadratus,abunance.Aphodius.quadratus,0.349004,0.04952466,1,0.000836611,TRUE,0.5013169,trait affects abundance,1.320977,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,0.1208953,0.2080231,0.886465,abunance.Aphodius.quadratus,Scarabaeidae
2185,2185,51,4.3.finalss-87854,size.Hymenalia.unicolor,abunance.Hymenalia.unicolor,0.08314843,0.3529598,0.2142857,0.5361867,FALSE,0.1194362,trait affects abundance,0.2061818,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.6857496,0.2080231,0.886465,abunance.Hymenalia.unicolor,Scarabaeidae
2186,2186,52,4.3.finalss-87854,size.Caccobius.jessoensis,abunance.Caccobius.jessoensis,0.0826081,0.3538755,0.2142857,0.5361867,FALSE,0.1186601,trait affects abundance,1.532386,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,0.1853683,-0.9294189,0.886465,abunance.Caccobius.jessoensis,Scarabaeidae
2187,2187,53,4.3.finalss-87854,abunance.Coleoptera.,size.Coleoptera.,0.6961745,0.1064476,0.7777778,0.004878521,FALSE,1,abundance affects trait,7.499146,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,0.8750118,-0.1863912,0.886465,size.Coleoptera.,Staphylinidae
2188,2188,54,4.3.finalss-87854,abunance.Pterostichus.orientalis,size.Pterostichus.orientalis,0.2963028,0.2175428,1,0.000836611,FALSE,0.4256157,abundance affects trait,34.36711,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,1.536143,-0.2488065,0.886465,size.Pterostichus.orientalis,Carabidae
2189,2189,55,4.3.finalss-87854,abunance.Anisodactylus.tricuspidatus,size.Anisodactylus.tricuspidatus,0.2539698,0.1255619,0.9285715,0.001981735,FALSE,0.3648077,abundance affects trait,5.392159,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,0.7317627,-0.6232493,0.886465,size.Anisodactylus.tricuspidatus,Carabidae
2190,2190,56,4.3.finalss-87854,abunance.Anotylus.latiusculus,size.Anotylus.latiusculus,0.3419079,0.06692237,1,0.000836611,FALSE,0.4911238,abundance affects trait,0.02825,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-1.548982,-0.1736307,0.886465,size.Anotylus.latiusculus,Staphylinidae
2191,2191,57,4.3.finalss-87854,abunance.Athetini.,size.Athetini.,0.2380508,0.2033315,1,0.000836611,FALSE,0.3419412,abundance affects trait,0.1212955,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.9161555,-0.2825466,0.886465,size.Athetini.,Staphylinidae
2192,2192,58,4.3.finalss-87854,abunance.Elateridae.,size.Elateridae.,0.3865204,0.08296877,1,0.000263214,FALSE,0.5552063,abundance affects trait,0.3901818,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.408733,-0.9542425,0.886465,size.Elateridae.,Elateridae
2193,2193,59,4.3.finalss-87854,abunance.Scydmaenidae.,size.Scydmaenidae.,0.284693,0.117321,1,0.000263214,FALSE,0.4089391,abundance affects trait,0.004590909,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-2.338101,-0.69897,0.886465,size.Scydmaenidae.,Staphylinidae
2194,2194,60,4.3.finalss-87854,abunance.Chrysomelidae.,size.Chrysomelidae.,0.4675128,0.04491577,1,0.000263214,TRUE,0.6715454,abundance affects trait,0.07406818,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-1.130368,-0.6232493,0.886465,size.Chrysomelidae.,Chrysomelidae
2195,2195,61,4.3.finalss-87854,abunance.Lordithon.sp,size.Lordithon.sp,0.2511043,0.1226653,1,0.000836611,FALSE,0.3606916,abundance affects trait,0.1188636,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.924951,-0.7346856,0.886465,size.Lordithon.sp,Staphylinidae
2196,2196,62,4.3.finalss-87854,abunance.Philonthus.subvarians,size.Philonthus.subvarians,0.2601308,0.1140067,0.9819806,0.001188755,FALSE,0.3736574,abundance affects trait,1.171591,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,0.06877599,-0.5642714,0.886465,size.Philonthus.subvarians,Staphylinidae
2197,2197,63,4.3.finalss-87854,abunance.Eusilpha.japonica,size.Eusilpha.japonica,0.3993452,0.04552576,1,0.002666712,TRUE,0.573628,abundance affects trait,127.7707,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,2.106431,0.1837606,0.886465,size.Eusilpha.japonica,Silphidae
2198,2198,64,4.3.finalss-87854,abunance.Tachinus.mimulus,size.Tachinus.mimulus,0.1889422,0.1932791,1,0.000263214,FALSE,0.2714006,abundance affects trait,0.5597727,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.2519883,0.00513964,0.886465,size.Tachinus.mimulus,Staphylinidae
2199,2199,65,4.3.finalss-87854,abunance.Anotylus.sp,size.Anotylus.sp,0.2628859,0.1777966,0.9285715,0.001981735,FALSE,0.377615,abundance affects trait,0.03468182,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-1.459898,0.2080231,0.886465,size.Anotylus.sp,Staphylinidae
2200,2200,66,4.3.finalss-87854,abunance.Platydracus.brevicornis,size.Platydracus.brevicornis,0.537517,0.02103848,1,0.000836611,TRUE,0.772101,abundance affects trait,10.91553,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,1.038045,-0.3488028,0.886465,size.Platydracus.brevicornis,Staphylinidae
2201,2201,67,4.3.finalss-87854,abunance.Pterostichus.sp,size.Pterostichus.sp,0.2728193,0.1668965,1,0.000836611,FALSE,0.3918835,abundance affects trait,0.2277727,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.6424983,0.2080231,0.886465,size.Pterostichus.sp,Carabidae
2202,2202,68,4.3.finalss-87854,abunance.Calosoma.maximowiczi,size.Calosoma.maximowiczi,0.3088548,0.1113214,1,0.000836611,FALSE,0.4436457,abundance affects trait,9.218,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,0.9646367,0.2080231,0.886465,size.Calosoma.maximowiczi,Carabidae
2203,2203,69,4.3.finalss-87854,abunance.Plesiophthalmus.nigrocyaneus,size.Plesiophthalmus.nigrocyaneus,0.3147436,0.1583974,1,0.000836611,FALSE,0.4521045,abundance affects trait,2.049886,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,0.3117298,0.2080231,0.886465,size.Plesiophthalmus.nigrocyaneus,Tenebrionidae
2204,2204,70,4.3.finalss-87854,abunance.Carabus.blaptoides,size.Carabus.blaptoides,0.5882256,0.018707,1,0.000836611,TRUE,0.8449399,abundance affects trait,62.18516,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,1.793687,-0.69897,0.886465,size.Carabus.blaptoides,Carabidae
2205,2205,71,4.3.finalss-87854,abunance.Domene.curtipennis,size.Domene.curtipennis,0.01428199,0.4742188,0.7126967,0.03154075,FALSE,0.02051496,abundance affects trait,0.06745455,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-1.170989,0.2080231,0.886465,size.Domene.curtipennis,Staphylinidae
2206,2206,72,4.3.finalss-87854,abunance.Agrypnus.cordicollis,size.Agrypnus.cordicollis,0.5791229,0.006914448,1,0.000836611,TRUE,0.8318646,abundance affects trait,1.313909,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,0.1185653,0.2080231,0.886465,size.Agrypnus.cordicollis,Elateridae
2207,2207,73,4.3.finalss-87854,abunance.Calosoma.inquisitor,size.Calosoma.inquisitor,0.5791964,0.00690637,1,0.000836611,TRUE,0.8319702,abundance affects trait,4.29725,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,0.6331906,0.2080231,0.886465,size.Calosoma.inquisitor,Carabidae
2208,2208,74,4.3.finalss-87854,abunance.Poecilus.samurai,size.Poecilus.samurai,0.2964503,0.1689875,1,0.000836611,FALSE,0.4258276,abundance affects trait,4.688023,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,0.6709897,-0.9542425,0.886465,size.Poecilus.samurai,Carabidae
2209,2209,75,4.3.finalss-87854,abunance.Dendroxena.sexcarinata,size.Dendroxena.sexcarinata,0.3243693,0.06736313,0.9285715,0.001981735,FALSE,0.465931,abundance affects trait,8.782364,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,0.9436114,-0.8016323,0.886465,size.Dendroxena.sexcarinata,Silphidae
2210,2210,76,4.3.finalss-87854,abunance.Domene.crassicornis,size.Domene.crassicornis,0.3087092,0.1348713,0.9444444,0.000580668,FALSE,0.4434365,abundance affects trait,0.1580227,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.8012804,0.2080231,0.886465,size.Domene.crassicornis,Staphylinidae
2211,2211,77,4.3.finalss-87854,abunance.Aleochara.sp,size.Aleochara.sp,0.22939,0.1636404,1,0.000836611,FALSE,0.3295007,abundance affects trait,0.3933182,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.405256,-0.8016323,0.886465,size.Aleochara.sp,Staphylinidae
2212,2212,78,4.3.finalss-87854,abunance.Cholevinae.,size.Cholevinae.,0.4602311,0.05595093,1,0.000836611,FALSE,0.6610858,abundance affects trait,0.1011061,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.9952228,-0.69897,0.886465,size.Cholevinae.,Leiodidae
2213,2213,79,4.3.finalss-87854,abunance.Serica.incurvata,size.Serica.incurvata,0.3531465,0.06744167,1,0.000836611,FALSE,0.5072673,abundance affects trait,0.3153864,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.5011571,0.2080231,0.886465,size.Serica.incurvata,Scarabaeidae
2214,2214,80,4.3.finalss-87854,abunance.Carabus.gehinii,size.Carabus.gehinii,0.1799903,0.2049936,0.9285715,0.001981735,FALSE,0.2585419,abundance affects trait,31.65095,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,1.500387,-0.8016323,0.886465,size.Carabus.gehinii,Carabidae
2215,2215,81,4.3.finalss-87854,abunance.Cetonia.pilifera,size.Cetonia.pilifera,0.1789031,0.2073365,0.5714286,0.06348658,FALSE,0.2569803,abundance affects trait,4.903932,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,0.6905444,0.2080231,0.886465,size.Cetonia.pilifera,Scarabaeidae
2216,2216,82,4.3.finalss-87854,abunance.Histeridae.,size.Histeridae.,0.4181989,0.1109661,1,0.000836611,FALSE,0.6007099,abundance affects trait,1.210932,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,0.08311969,-0.5006024,0.886465,size.Histeridae.,Histeridae
2217,2217,83,4.3.finalss-87854,abunance.Homalota.sp,size.Homalota.sp,0.2428907,0.1552464,0.9285715,0.001981735,FALSE,0.3488934,abundance affects trait,0.0035,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-2.455932,-0.5314789,0.886465,size.Homalota.sp,Staphylinidae
2218,2218,84,4.3.finalss-87854,abunance.Sphaeridiinae.,size.Sphaeridiinae.,0.3504807,0.06600801,1,0.000263214,FALSE,0.5034379,abundance affects trait,0.02270455,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-1.643887,-0.7781513,0.886465,size.Sphaeridiinae.,Sphaeridiinae
2219,2219,85,4.3.finalss-87854,abunance.Gonocephalum.sp,size.Gonocephalum.sp,0.1788309,0.2073855,0.5714286,0.06348658,FALSE,0.2568766,abundance affects trait,1.613386,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,0.2077384,0.2080231,0.886465,size.Gonocephalum.sp,Tenebrionidae
2220,2220,86,4.3.finalss-87854,abunance.Leistus.niger,size.Leistus.niger,0.3754098,0.04622121,1,0.000836611,TRUE,0.5392466,abundance affects trait,1.170909,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,0.06852318,-0.9542425,0.886465,size.Leistus.niger,Carabidae
2221,2221,87,4.3.finalss-87854,abunance.Anisolinus.elegans,size.Anisolinus.elegans,0.5550869,0.002376737,1,0.000263214,TRUE,0.7973387,abundance affects trait,0.4093864,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.3878666,0.2080231,0.886465,size.Anisolinus.elegans,Staphylinidae
2222,2222,88,4.3.finalss-87854,abunance.Curculionidae.,size.Curculionidae.,0.2447404,0.14537,1,0.000836611,FALSE,0.3515503,abundance affects trait,0.006090909,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-2.215318,0.2080231,0.886465,size.Curculionidae.,Curculionidae
2223,2223,89,4.3.finalss-87854,abunance.Synuchus.arcuaticollis,size.Synuchus.arcuaticollis,0.2190439,0.1688567,0.9285715,0.001981735,FALSE,0.3146393,abundance affects trait,0.7095,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.1490476,0.2080231,0.886465,size.Synuchus.arcuaticollis,Carabidae
2224,2224,90,4.3.finalss-87854,abunance.Staphylininae.,size.Staphylininae.,0.4727094,0.0736804,1,0.000836611,FALSE,0.6790099,abundance affects trait,0.1421591,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.8472254,-0.9542425,0.886465,size.Staphylininae.,Staphylinidae
2225,2225,91,4.3.finalss-87854,abunance.Osorius.angustulus,size.Osorius.angustulus,0.3013327,0.0811036,1,0.000836611,FALSE,0.4328408,abundance affects trait,0.2185,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.6605486,-0.8016323,0.886465,size.Osorius.angustulus,Staphylinidae
2226,2226,92,4.3.finalss-87854,abunance.Synuchus.congruus,size.Synuchus.congruus,0.5055051,0.01813175,1,0.000836611,TRUE,0.7261184,abundance affects trait,0.4665682,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.3310849,-0.9542425,0.886465,size.Synuchus.congruus,Carabidae
2227,2227,93,4.3.finalss-87854,abunance.Toxidiini.,size.Toxidiini.,0.5125762,0.01692622,1,0.000836611,TRUE,0.7362755,abundance affects trait,0.01147727,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-1.940161,0.2080231,0.886465,size.Toxidiini.,Chrysomelidae
2228,2228,94,4.3.finalss-87854,abunance.Aleocharinae.,size.Aleocharinae.,0.3180387,0.07463632,1,0.000836611,FALSE,0.4568376,abundance affects trait,0.006227273,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-2.205702,-0.9542425,0.886465,size.Aleocharinae.,Staphylinidae
2229,2229,95,4.3.finalss-87854,abunance.Scaphisomini.,size.Scaphisomini.,0.3079059,0.1619646,0.9285715,0.001981735,FALSE,0.4422827,abundance affects trait,0.02015909,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-1.695529,0.2080231,0.886465,size.Scaphisomini.,Staphylinidae
2230,2230,96,4.3.finalss-87854,abunance.Leiodinae.,size.Leiodinae.,0.3832833,0.04752747,1,0.000836611,TRUE,0.5505563,abundance affects trait,0.1098409,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.9592359,-0.9542425,0.886465,size.Leiodinae.,Leiodidae
2231,2231,97,4.3.finalss-87854,abunance.Omaliinae.,size.Omaliinae.,0.4468305,0.02389589,1,0.000836611,TRUE,0.6418369,abundance affects trait,0.007068182,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-2.150692,0.2080231,0.886465,size.Omaliinae.,Staphylinidae
2232,2232,98,4.3.finalss-87854,abunance.Ischnosoma.sp,size.Ischnosoma.sp,0.2858946,0.1138802,1,0.000836611,FALSE,0.4106652,abundance affects trait,0.01940909,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-1.711995,0.2080231,0.886465,size.Ischnosoma.sp,Staphylinidae
2233,2233,99,4.3.finalss-87854,abunance.Agonum.lampros,size.Agonum.lampros,0.3561051,0.07201609,0.8571429,0.00443399,FALSE,0.511517,abundance affects trait,0.5924318,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.2273616,0.2080231,0.886465,size.Agonum.lampros,Carabidae
2234,2234,100,4.3.finalss-87854,abunance.Badister.nakayamai,size.Badister.nakayamai,0.2815347,0.1112765,1,0.000836611,FALSE,0.4044025,abundance affects trait,0.03361364,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-1.473485,0.2080231,0.886465,size.Badister.nakayamai,Carabidae
2235,2235,101,4.3.finalss-87854,abunance.Philonthus.sp,size.Philonthus.sp,0.4984784,0.02185291,1,0.000836611,TRUE,0.716025,abundance affects trait,0.1927955,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.7149032,0.2080231,0.886465,size.Philonthus.sp,Staphylinidae
2236,2236,102,4.3.finalss-87854,abunance.Aphodius.quadratus,size.Aphodius.quadratus,0.1073007,0.3128804,0.9092413,0.002769589,FALSE,0.1541291,abundance affects trait,1.320977,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,0.1208953,0.2080231,0.886465,size.Aphodius.quadratus,Scarabaeidae
2237,2237,103,4.3.finalss-87854,abunance.Hymenalia.unicolor,size.Hymenalia.unicolor,0.2030312,0.1756124,1,0.000836611,FALSE,0.2916384,abundance affects trait,0.2061818,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,-0.6857496,0.2080231,0.886465,size.Hymenalia.unicolor,Scarabaeidae
2238,2238,104,4.3.finalss-87854,abunance.Caccobius.jessoensis,size.Caccobius.jessoensis,0.2116452,0.1652842,1,0.000836611,FALSE,0.3040117,abundance affects trait,1.532386,0.8269231,0.75,0.06604655,7.699544,52,Terrestrial,1.716003,0.1853683,-0.9294189,0.886465,size.Caccobius.jessoensis,Scarabaeidae
2239,2239,1,4.3.finalss-87855,size.Staphylinidae.,abunance.Staphylinidae.,0.1393017,0.2732275,0.7807201,0.02268708,FALSE,0.2068819,trait affects abundance,0.02565,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,-1.590913,-0.6766936,1.27268,abunance.Staphylinidae.,Staphylinidae
2240,2240,2,4.3.finalss-87855,size.Scaphisomini.,abunance.Scaphisomini.,0.09917099,0.3345003,0.2380952,0.5480056,FALSE,0.1472823,trait affects abundance,0.024025,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,-1.619337,-0.6766936,1.27268,abunance.Scaphisomini.,Staphylinidae
2241,2241,3,4.3.finalss-87855,size.Corylophidae.,abunance.Corylophidae.,0.1449871,0.2649893,0.9819806,0.001188755,FALSE,0.2153254,trait affects abundance,0.00865,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,-2.062984,-0.6766936,1.27268,abunance.Corylophidae.,Corylophidae
2242,2242,4,4.3.finalss-87855,size.Paederinae.,abunance.Paederinae.,0.476013,0.04169362,0.9047619,0.006863832,TRUE,0.7069436,trait affects abundance,0.0816,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,-1.08831,-0.9294189,1.27268,abunance.Paederinae.,Staphylinidae
2243,2243,5,4.3.finalss-87855,size.Anotylus.vicinus,abunance.Anotylus.vicinus,0.1898007,0.2042931,0.9258201,0.007680297,FALSE,0.2818797,trait affects abundance,0.055375,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,-1.256686,-0.3222193,1.27268,abunance.Anotylus.vicinus,Staphylinidae
2244,2244,6,4.3.finalss-87855,size.Cantharidae.,abunance.Cantharidae.,0.2389982,0.2766019,0.9047619,0.006863832,FALSE,0.3549446,trait affects abundance,0.153675,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,-0.8133968,-0.9294189,1.27268,abunance.Cantharidae.,Cantharidae
2245,2245,7,4.3.finalss-87855,size.Cholevinae.,abunance.Cholevinae.,0.2408087,0.1453688,0.9258201,0.007680297,FALSE,0.3576334,trait affects abundance,0.030275,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,-1.518916,-0.6766936,1.27268,abunance.Cholevinae.,Leiodidae
2246,2246,8,4.3.finalss-87855,size.Onthophagus.shirakii,abunance.Onthophagus.shirakii,0,0.5,1,1,FALSE,0,trait affects abundance,4.936475,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,0.6934169,0.2747011,1.27268,abunance.Onthophagus.shirakii,Scarabaeidae
2247,2247,9,4.3.finalss-87855,size.Sphaeridiinae.,abunance.Sphaeridiinae.,0.6733395,0.000899278,1,0.002666712,TRUE,1,trait affects abundance,0.0279,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,-1.554396,-0.6766936,1.27268,abunance.Sphaeridiinae.,Sphaeridiinae
2248,2248,10,4.3.finalss-87855,size.Chlaenius.insularis,abunance.Chlaenius.insularis,0.6052752,0.001276585,1,0.002666712,TRUE,0.8989153,trait affects abundance,44.66783,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,1.649995,-0.4191293,1.27268,abunance.Chlaenius.insularis,Carabidae
2249,2249,11,4.3.finalss-87855,size.Nitidulidae.,abunance.Nitidulidae.,0,0.5,1,1,FALSE,0,trait affects abundance,0.035225,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,-1.453149,-0.9294189,1.27268,abunance.Nitidulidae.,Nitidulidae
2250,2250,12,4.3.finalss-87855,size.Onthophagus.murasakianus,abunance.Onthophagus.murasakianus,0,0.5,1,1,FALSE,0,trait affects abundance,4.383875,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,0.6418582,-0.08432089,1.27268,abunance.Onthophagus.murasakianus,Scarabaeidae
2251,2251,13,4.3.finalss-87855,size.Tenebrionidae.,abunance.Tenebrionidae.,0,0.5,1,1,FALSE,0,trait affects abundance,0.054425,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,-1.264202,-0.9294189,1.27268,abunance.Tenebrionidae.,Tenebrionidae
2252,2252,14,4.3.finalss-87855,size.Therates.alboobliquatus,abunance.Therates.alboobliquatus,0,0.5,1,1,FALSE,0,trait affects abundance,0.673025,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,-0.1719688,-0.9294189,1.27268,abunance.Therates.alboobliquatus,Cicindelidae
2253,2253,15,4.3.finalss-87855,size.Leiodinae.,abunance.Leiodinae.,0,0.5,1,1,FALSE,0,trait affects abundance,0.01525,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,-1.81673,-0.9294189,1.27268,abunance.Leiodinae.,Leiodidae
2254,2254,16,4.3.finalss-87855,abunance.Staphylinidae.,size.Staphylinidae.,0.4361554,0.02217975,1,0.000836611,TRUE,0.6477496,abundance affects trait,0.02565,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,-1.590913,-0.6766936,1.27268,size.Staphylinidae.,Staphylinidae
2255,2255,17,4.3.finalss-87855,abunance.Scaphisomini.,size.Scaphisomini.,0.4403049,0.03701158,1,0.000836611,TRUE,0.6539122,abundance affects trait,0.024025,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,-1.619337,-0.6766936,1.27268,size.Scaphisomini.,Staphylinidae
2256,2256,18,4.3.finalss-87855,abunance.Corylophidae.,size.Corylophidae.,0.1131822,0.3124527,0.8944272,0.02677274,FALSE,0.1680908,abundance affects trait,0.00865,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,-2.062984,-0.6766936,1.27268,size.Corylophidae.,Corylophidae
2257,2257,19,4.3.finalss-87855,abunance.Paederinae.,size.Paederinae.,0.2521937,0.23017,0.9285715,0.001981735,FALSE,0.3745417,abundance affects trait,0.0816,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,-1.08831,-0.9294189,1.27268,size.Paederinae.,Staphylinidae
2258,2258,20,4.3.finalss-87855,abunance.Anotylus.vicinus,size.Anotylus.vicinus,0.1460713,0.2634311,1,0.002666712,FALSE,0.2169357,abundance affects trait,0.055375,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,-1.256686,-0.3222193,1.27268,size.Anotylus.vicinus,Staphylinidae
2259,2259,21,4.3.finalss-87855,abunance.Cantharidae.,size.Cantharidae.,0.1584739,0.2459104,0.9999999,0.008534908,FALSE,0.2353552,abundance affects trait,0.153675,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,-0.8133968,-0.9294189,1.27268,size.Cantharidae.,Cantharidae
2260,2260,22,4.3.finalss-87855,abunance.Cholevinae.,size.Cholevinae.,0,0.5,1,1,FALSE,0,abundance affects trait,0.030275,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,-1.518916,-0.6766936,1.27268,size.Cholevinae.,Leiodidae
2261,2261,23,4.3.finalss-87855,abunance.Onthophagus.shirakii,size.Onthophagus.shirakii,0,0.5,1,1,FALSE,0,abundance affects trait,4.936475,0.8,0.8666667,0.02831574,18.73615,15,Terrestrial,1.176091,0.6934169,0.2747011,1.27268,size.Onthophagus.shirakii,Scarabaeidae
